c1,c2,epoche,layer,accuracy,f1-score,task,model,random
,3,0,3,0.7095349122591729,0.7094945952741679,Subject number,t5,FALSE
,4,0,4,0.7073260522763529,0.7073175194394516,Subject number,t5,FALSE
,5,0,5,0.7000859001104429,0.7000656248140108,Subject number,t5,FALSE
,6,0,6,0.6981224690146031,0.6981008243194726,Subject number,t5,FALSE
,7,20000,0,0.7096576267026629,0.7095802659351667,Subject number,t5,FALSE
,8,20000,1,0.7187384955209228,0.718693554234745,Subject number,t5,FALSE
,9,20000,2,0.7144434899987728,0.7144224177173878,Subject number,t5,FALSE
,10,20000,3,0.7156706344336728,0.7156681681709945,Subject number,t5,FALSE
,11,20000,4,0.7086759111547429,0.7086485293063429,Subject number,t5,FALSE
,12,20000,5,0.7070806233893729,0.7070695954130628,Subject number,t5,FALSE
,13,20000,6,0.7030310467542029,0.7030261766594115,Subject number,t5,FALSE
,14,40000,0,0.7086759111547429,0.7085959361074662,Subject number,t5,FALSE
,15,40000,1,0.7203337832862928,0.7202933306958488,Subject number,t5,FALSE
,16,40000,2,0.7291692232175727,0.7291064992790797,Subject number,t5,FALSE
,17,40000,3,0.7254877899128728,0.7254480828287028,Subject number,t5,FALSE
,18,40000,4,0.7215609277211927,0.721502532591253,Subject number,t5,FALSE
,19,40000,5,0.7210700699472328,0.7210263625572564,Subject number,t5,FALSE
,20,40000,6,0.7154252055466929,0.7154017369539264,Subject number,t5,FALSE
,21,60000,0,0.7207019266167628,0.7206275085665423,Subject number,t5,FALSE
,22,60000,1,0.7259786476868327,0.725940613116695,Subject number,t5,FALSE
,23,60000,2,0.7355503742790527,0.7355151819654289,Subject number,t5,FALSE
,24,60000,3,0.7346913731746226,0.7346625044338033,Subject number,t5,FALSE
,25,60000,4,0.7284329365566328,0.7284151215979013,Subject number,t5,FALSE
,26,60000,5,0.7275739354522027,0.7275576519777227,Subject number,t5,FALSE
,27,60000,6,0.7192293532948828,0.7192114885255825,Subject number,t5,FALSE
,28,80000,0,0.7249969321389127,0.7249311703173618,Subject number,t5,FALSE
,29,80000,1,0.7321143698613327,0.7321116428188771,Subject number,t5,FALSE
,30,80000,2,0.7464719597496625,0.7464516128643612,Subject number,t5,FALSE
,31,80000,3,0.7419315253405325,0.7418971822149871,Subject number,t5,FALSE
,32,80000,4,0.7330960854092526,0.7330868247084956,Subject number,t5,FALSE
,33,80000,5,0.7291692232175727,0.729168635927292,Subject number,t5,FALSE
,34,80000,6,0.7146889188857528,0.7146653895721771,Subject number,t5,FALSE
,35,0,0,0.7016811878758129,0.6994763285005687,Subject number,t5,FALSE
,36,0,1,0.5275493925635047,0.4329102616660123,Subject number,t5,FALSE
,37,0,2,0.5109829426923549,0.3892597635217906,Subject number,t5,FALSE
,38,0,3,0.5140508037796049,0.4517510238498713,Subject number,t5,FALSE
,39,0,4,0.5194502392931648,0.4411063862579163,Subject number,t5,FALSE
,40,0,5,0.5395754080255246,0.5390272835112693,Subject number,t5,FALSE
,41,0,6,0.5369984047122346,0.5127471913038821,Subject number,t5,FALSE
,42,100000,0,0.7322370843048227,0.7318663797746952,Subject number,t5,FALSE
,43,100000,1,0.698613326788563,0.6948665599281071,Subject number,t5,FALSE
,44,100000,2,0.6468278316357835,0.6207464842173842,Subject number,t5,FALSE
,45,100000,3,0.597742054239784,0.5440242792652175,Subject number,t5,FALSE
,46,100000,4,0.6617989937415634,0.6606362243110591,Subject number,t5,FALSE
,47,100000,5,0.6551724137931034,0.6540556544801479,Subject number,t5,FALSE
,48,100000,6,0.5788440299423242,0.5128671606383313,Subject number,t5,FALSE
,49,200000,0,0.7495398208369125,0.7493827619053144,Subject number,t5,FALSE
,50,200000,1,0.7343232298441527,0.7337442578718921,Subject number,t5,FALSE
,51,200000,2,0.7457356730887226,0.7450935492305732,Subject number,t5,FALSE
,52,200000,3,0.7420542397840226,0.7420191786469954,Subject number,t5,FALSE
,53,200000,4,0.6702662903423733,0.6466673868964281,Subject number,t5,FALSE
,54,200000,5,0.6946864645968831,0.6816836456640725,Subject number,t5,FALSE
,55,200000,6,0.7155479199901829,0.7129245330045764,Subject number,t5,FALSE
,56,300000,0,0.7567799730028224,0.756563507051516,Subject number,t5,FALSE
,57,300000,1,0.7420542397840226,0.7376401753239966,Subject number,t5,FALSE
,58,300000,2,0.7731009939869923,0.7730955269198891,Subject number,t5,FALSE
,59,300000,3,0.7657381273775924,0.7638430021899161,Subject number,t5,FALSE
,60,300000,4,0.7746962817523623,0.7746016198784929,Subject number,t5,FALSE
,61,300000,5,0.7371456620444227,0.7312496974565659,Subject number,t5,FALSE
,62,300000,6,0.7389863786967726,0.7387482999082758,Subject number,t5,FALSE
,63,400000,0,0.7661062707080624,0.7658734034857202,Subject number,t5,FALSE
,64,400000,1,0.7610749785249724,0.7610602404848461,Subject number,t5,FALSE
,65,400000,2,0.7562891152288624,0.7545953567690553,Subject number,t5,FALSE
,66,400000,3,0.7150570622162229,0.7006962166515217,Subject number,t5,FALSE
,67,400000,4,0.7383728064793226,0.7309109465796446,Subject number,t5,FALSE
,68,400000,5,0.7605841207510124,0.760017409972938,Subject number,t5,FALSE
,69,400000,6,0.7236470732605228,0.7186782728431755,Subject number,t5,FALSE
,70,500000,0,0.7721192784390722,0.7719147902912679,Subject number,t5,FALSE
,71,500000,1,0.7641428396122224,0.7631522772823179,Subject number,t5,FALSE
,72,500000,2,0.7680697018039023,0.7663899738990838,Subject number,t5,FALSE
,73,500000,3,0.7717511351086023,0.7704092297636319,Subject number,t5,FALSE
,74,500000,4,0.7478218186280525,0.7415645919650118,Subject number,t5,FALSE
,75,500000,5,0.7257332187998528,0.7159812507546655,Subject number,t5,FALSE
,76,500000,6,0.7544483985765125,0.7542593884044375,Subject number,t5,FALSE
,77,600000,0,0.7715057062216223,0.7711809478930738,Subject number,t5,FALSE
,78,600000,1,0.7771505706221622,0.7771454662532822,Subject number,t5,FALSE
,79,600000,2,0.7836544361271321,0.7836256453851745,Subject number,t5,FALSE
,80,600000,3,0.7500306786108725,0.7423160145624286,Subject number,t5,FALSE
,81,600000,4,0.7243833599214627,0.7109138976865725,Subject number,t5,FALSE
,82,600000,5,0.7528531108111425,0.7476602576521028,Subject number,t5,FALSE
,83,600000,6,0.7529758252546325,0.7520646883305587,Subject number,t5,FALSE
,84,700000,0,0.7751871395263222,0.7749870559628543,Subject number,t5,FALSE
,85,700000,1,0.7769051417351822,0.7761700469715771,Subject number,t5,FALSE
,86,700000,2,0.7858632961099521,0.7855569553664707,Subject number,t5,FALSE
,87,700000,3,0.792489876058412,0.7920424206956016,Subject number,t5,FALSE
,88,700000,4,0.7880721560927721,0.7877570302833288,Subject number,t5,FALSE
,89,700000,5,0.7696649895692723,0.7680879111162149,Subject number,t5,FALSE
,90,700000,6,0.7589888329856425,0.7581249790687584,Subject number,t5,FALSE
,91,800000,0,0.7777641428396123,0.7775807444736131,Subject number,t5,FALSE
,92,800000,1,0.7788685728310222,0.7787800631374395,Subject number,t5,FALSE
,93,800000,2,0.7847588661185422,0.7845887557841484,Subject number,t5,FALSE
,94,800000,3,0.7737145662044422,0.7708888091171969,Subject number,t5,FALSE
,95,800000,4,0.796662167137072,0.7966619711669118,Subject number,t5,FALSE
,96,800000,5,0.7754325684133022,0.7740951973875719,Subject number,t5,FALSE
,97,800000,6,0.7489262486194626,0.7473136169645238,Subject number,t5,FALSE
,98,900000,0,0.7769051417351822,0.7767773217091276,Subject number,t5,FALSE
,99,900000,1,0.7827954350227022,0.7827789454280618,Subject number,t5,FALSE
,100,900000,2,0.7988710271198921,0.7988683011917979,Subject number,t5,FALSE
,101,900000,3,0.8020616026506321,0.8020385172504838,Subject number,t5,FALSE
,102,900000,4,0.8040250337464719,0.8040144090138879,Subject number,t5,FALSE
,103,900000,5,0.7934715916063321,0.7934603947215862,Subject number,t5,FALSE
,104,900000,6,0.7732237084304823,0.7732179676925606,Subject number,t5,FALSE
,105,1000000,0,0.7756779973002822,0.7755217391880913,Subject number,t5,FALSE
,106,1000000,1,0.7820591483617622,0.7820570971329275,Subject number,t5,FALSE
,107,1000000,2,0.796662167137072,0.7966453980735902,Subject number,t5,FALSE
,108,1000000,3,0.8115106147993619,0.8115053663952628,Subject number,t5,FALSE
,109,1000000,4,0.8074610381641919,0.8074519451775306,Subject number,t5,FALSE
,110,1000000,5,0.797153024911032,0.7971434451105532,Subject number,t5,FALSE
,111,1000000,6,0.7764142839612223,0.7763932689116078,Subject number,t5,FALSE
,112,1100000,0,0.7813228617008222,0.7812125260152094,Subject number,t5,FALSE
,113,1100000,1,0.7851270094490121,0.7851207448798657,Subject number,t5,FALSE
,114,1100000,2,0.7945760215977421,0.7945405986304459,Subject number,t5,FALSE
,115,1100000,3,0.8078291814946619,0.8077960438800946,Subject number,t5,FALSE
,116,1100000,4,0.8097926125905021,0.8097633893608049,Subject number,t5,FALSE
,117,1100000,5,0.795925880476132,0.7958585446796251,Subject number,t5,FALSE
,118,1100000,6,0.7740827095349122,0.7740575451621456,Subject number,t5,FALSE
,0,0,0,0.5078,0.4204759861195321,Connectors,t5,FALSE
,1,0,1,0.4932,0.4052580608680947,Connectors,t5,FALSE
,2,0,2,0.4826,0.38951396720889936,Connectors,t5,FALSE
,3,0,3,0.4774,0.3952621188351146,Connectors,t5,FALSE
,4,0,4,0.4652,0.3757484957182177,Connectors,t5,FALSE
,5,0,5,0.478,0.3869201966635006,Connectors,t5,FALSE
,6,0,6,0.48,0.3936312759988013,Connectors,t5,FALSE
,7,0,0,0.5184,0.4254460398662068,Connectors,t5,FALSE
,8,0,1,0.504,0.4067155428803263,Connectors,t5,FALSE
,9,0,2,0.494,0.3981996822430068,Connectors,t5,FALSE
,10,0,3,0.4944,0.3972941820305961,Connectors,t5,FALSE
,11,0,4,0.481,0.3834049205237178,Connectors,t5,FALSE
,12,0,5,0.4778,0.3833255509481387,Connectors,t5,FALSE
,13,0,6,0.4726,0.37755262005257983,Connectors,t5,FALSE
,14,20000,0,0.515,0.42805132970776416,Connectors,t5,FALSE
,15,20000,1,0.508,0.41107375109274624,Connectors,t5,FALSE
,16,20000,2,0.4998,0.404606450776825,Connectors,t5,FALSE
,17,20000,3,0.4874,0.3978275638411128,Connectors,t5,FALSE
,18,20000,4,0.4878,0.3980862185531285,Connectors,t5,FALSE
,19,20000,5,0.4942,0.3950956431302869,Connectors,t5,FALSE
,20,20000,6,0.4806,0.3822252045788649,Connectors,t5,FALSE
,21,40000,0,0.5238,0.4324162160909208,Connectors,t5,FALSE
,22,40000,1,0.5132,0.41967918065727294,Connectors,t5,FALSE
,23,40000,2,0.5022,0.412009693833672,Connectors,t5,FALSE
,24,40000,3,0.4908,0.40518184853743977,Connectors,t5,FALSE
,25,40000,4,0.4876,0.4022924296973757,Connectors,t5,FALSE
,26,40000,5,0.4778,0.3904745223025203,Connectors,t5,FALSE
,27,40000,6,0.4734,0.3888887122993084,Connectors,t5,FALSE
,28,60000,0,0.5304,0.4353969319937401,Connectors,t5,FALSE
,29,60000,1,0.5106,0.4173226775868207,Connectors,t5,FALSE
,30,60000,2,0.502,0.4039021967091373,Connectors,t5,FALSE
,31,60000,3,0.507,0.4109860121306725,Connectors,t5,FALSE
,32,60000,4,0.4904,0.3913607074788431,Connectors,t5,FALSE
,33,60000,5,0.4746,0.3766793764327738,Connectors,t5,FALSE
,34,60000,6,0.471,0.37057122881681054,Connectors,t5,FALSE
,35,80000,0,0.5098,0.4243904537274477,Connectors,t5,FALSE
,36,80000,1,0.4904,0.4020018970311959,Connectors,t5,FALSE
,37,80000,2,0.4812,0.3988902902526135,Connectors,t5,FALSE
,38,80000,3,0.4826,0.396478122450723,Connectors,t5,FALSE
,39,80000,4,0.476,0.3898086949947753,Connectors,t5,FALSE
,40,80000,5,0.4716,0.3784186283153572,Connectors,t5,FALSE
,41,80000,6,0.4634,0.3736324386253346,Connectors,t5,FALSE
,42,100000,0,0.5302,0.4372052241609625,Connectors,t5,FALSE
,43,100000,1,0.5236,0.4246058841653932,Connectors,t5,FALSE
,44,100000,2,0.5138,0.4096854160636488,Connectors,t5,FALSE
,45,100000,3,0.4892,0.3951273029701312,Connectors,t5,FALSE
,46,100000,4,0.491,0.38946907184830265,Connectors,t5,FALSE
,47,100000,5,0.4778,0.38197811549259386,Connectors,t5,FALSE
,48,100000,6,0.4672,0.36840129462396176,Connectors,t5,FALSE
,49,200000,0,0.537,0.4422062994144699,Connectors,t5,FALSE
,50,200000,1,0.5306,0.4294272388793751,Connectors,t5,FALSE
,51,200000,2,0.524,0.4307896140638733,Connectors,t5,FALSE
,52,200000,3,0.5048,0.4094828415811464,Connectors,t5,FALSE
,53,200000,4,0.5124,0.4225796141770955,Connectors,t5,FALSE
,54,200000,5,0.5018,0.4082991958285279,Connectors,t5,FALSE
,55,200000,6,0.4846,0.3887459168213933,Connectors,t5,FALSE
,56,300000,0,0.5364,0.4467818036749051,Connectors,t5,FALSE
,57,300000,1,0.534,0.4493600870464992,Connectors,t5,FALSE
,58,300000,2,0.5284,0.4342187072057128,Connectors,t5,FALSE
,59,300000,3,0.522,0.4247146952177731,Connectors,t5,FALSE
,60,300000,4,0.5124,0.4194198578337637,Connectors,t5,FALSE
,61,300000,5,0.5086,0.4129679411100871,Connectors,t5,FALSE
,62,300000,6,0.4942,0.39522891754410827,Connectors,t5,FALSE
,63,400000,0,0.5386,0.4491757873771302,Connectors,t5,FALSE
,64,400000,1,0.5384,0.44207808109033697,Connectors,t5,FALSE
,65,400000,2,0.5334,0.4407521651177544,Connectors,t5,FALSE
,66,400000,3,0.5338,0.4372697963052831,Connectors,t5,FALSE
,67,400000,4,0.5214,0.4274864149919456,Connectors,t5,FALSE
,68,400000,5,0.5166,0.4227885924132866,Connectors,t5,FALSE
,69,400000,6,0.499,0.4067869974257341,Connectors,t5,FALSE
,70,500000,0,0.5428,0.4538811212787805,Connectors,t5,FALSE
,71,500000,1,0.5342,0.44076111574941423,Connectors,t5,FALSE
,72,500000,2,0.53,0.4347673342969899,Connectors,t5,FALSE
,73,500000,3,0.5326,0.4402242219615357,Connectors,t5,FALSE
,74,500000,4,0.5282,0.4289714201293092,Connectors,t5,FALSE
,75,500000,5,0.5232,0.4294395771170446,Connectors,t5,FALSE
,76,500000,6,0.5094,0.41561705403259097,Connectors,t5,FALSE
,77,600000,0,0.5532,0.4731597053407536,Connectors,t5,FALSE
,78,600000,1,0.5358,0.4480466953114071,Connectors,t5,FALSE
,79,600000,2,0.5304,0.4384062803341595,Connectors,t5,FALSE
,80,600000,3,0.528,0.4319594437785143,Connectors,t5,FALSE
,81,600000,4,0.5252,0.4253021572542191,Connectors,t5,FALSE
,82,600000,5,0.5126,0.4157373190069651,Connectors,t5,FALSE
,83,600000,6,0.4988,0.3976770820823129,Connectors,t5,FALSE
,84,700000,0,0.5508,0.4652495047921877,Connectors,t5,FALSE
,85,700000,1,0.5354,0.4479919653735685,Connectors,t5,FALSE
,86,700000,2,0.5304,0.43724105730936297,Connectors,t5,FALSE
,87,700000,3,0.5328,0.4389420237376062,Connectors,t5,FALSE
,88,700000,4,0.5162,0.4182512681436124,Connectors,t5,FALSE
,89,700000,5,0.512,0.4145380749849913,Connectors,t5,FALSE
,90,700000,6,0.5052,0.40817388210418,Connectors,t5,FALSE
,91,800000,0,0.5482,0.4553070480043931,Connectors,t5,FALSE
,92,800000,1,0.5412,0.44290978077564597,Connectors,t5,FALSE
,93,800000,2,0.5324,0.4394877459842697,Connectors,t5,FALSE
,94,800000,3,0.5352,0.4397610686770734,Connectors,t5,FALSE
,95,800000,4,0.5204,0.4247007747048016,Connectors,t5,FALSE
,96,800000,5,0.5196,0.4218008706191334,Connectors,t5,FALSE
,97,800000,6,0.5088,0.4089772048214003,Connectors,t5,FALSE
,98,900000,0,0.5532,0.4603873732940377,Connectors,t5,FALSE
,99,900000,1,0.5408,0.442881388315535,Connectors,t5,FALSE
,100,900000,2,0.5378,0.4409372555298208,Connectors,t5,FALSE
,101,900000,3,0.532,0.4383494823657551,Connectors,t5,FALSE
,102,900000,4,0.5176,0.4234551498555799,Connectors,t5,FALSE
,103,900000,5,0.5266,0.4302380324988209,Connectors,t5,FALSE
,104,900000,6,0.5142,0.4195299264627034,Connectors,t5,FALSE
,105,1000000,0,0.5494,0.4689990633629945,Connectors,t5,FALSE
,106,1000000,1,0.5412,0.4515506704366377,Connectors,t5,FALSE
,107,1000000,2,0.5368,0.448712907508312,Connectors,t5,FALSE
,108,1000000,3,0.5428,0.4536995408622728,Connectors,t5,FALSE
,109,1000000,4,0.5184,0.4252702192727308,Connectors,t5,FALSE
,110,1000000,5,0.5118,0.42032704983442215,Connectors,t5,FALSE
,111,1000000,6,0.5006,0.4073335906635925,Connectors,t5,FALSE
,112,1100000,0,0.5536,0.4656481468850453,Connectors,t5,FALSE
,113,1100000,1,0.5388,0.447593051434109,Connectors,t5,FALSE
,114,1100000,2,0.5476,0.4518147313609484,Connectors,t5,FALSE
,115,1100000,3,0.5392,0.4416529522317841,Connectors,t5,FALSE
,116,1100000,4,0.5366,0.4393959500711483,Connectors,t5,FALSE
,117,1100000,5,0.5206,0.4206939671780649,Connectors,t5,FALSE
,118,1100000,6,0.5154,0.41046492275250257,Connectors,t5,FALSE
,0,0,0,0.50125,0.501141467090434,Discourse Coherence,t5,FALSE
,1,0,1,0.51,0.5099823593649371,Discourse Coherence,t5,FALSE
,2,0,2,0.51475,0.5146990130650602,Discourse Coherence,t5,FALSE
,3,0,3,0.49575,0.4957408918198585,Discourse Coherence,t5,FALSE
,4,0,4,0.495,0.4949752537874356,Discourse Coherence,t5,FALSE
,5,0,5,0.498,0.4979874496862422,Discourse Coherence,t5,FALSE
,6,0,6,0.50325,0.5032273657968542,Discourse Coherence,t5,FALSE
,7,0,0,0.48525,0.4851727437348567,Discourse Coherence,t5,FALSE
,8,0,1,0.50125,0.5007467214919339,Discourse Coherence,t5,FALSE
,9,0,2,0.51175,0.5116288534324546,Discourse Coherence,t5,FALSE
,10,0,3,0.498,0.4979954819593376,Discourse Coherence,t5,FALSE
,11,0,4,0.4915,0.4915,Discourse Coherence,t5,FALSE
,12,0,5,0.5015,0.5014820533539208,Discourse Coherence,t5,FALSE
,13,0,6,0.50475,0.5047499690468731,Discourse Coherence,t5,FALSE
,14,20000,0,0.49975,0.4996483973526874,Discourse Coherence,t5,FALSE
,15,20000,1,0.49775,0.4971772534652753,Discourse Coherence,t5,FALSE
,16,20000,2,0.4955,0.4951587272996545,Discourse Coherence,t5,FALSE
,17,20000,3,0.50175,0.5017305363490759,Discourse Coherence,t5,FALSE
,18,20000,4,0.49975,0.4992765346683123,Discourse Coherence,t5,FALSE
,19,20000,5,0.49575,0.4955221967419663,Discourse Coherence,t5,FALSE
,20,20000,6,0.503,0.5027701555043819,Discourse Coherence,t5,FALSE
,21,40000,0,0.49425,0.4939881072197429,Discourse Coherence,t5,FALSE
,22,40000,1,0.49875,0.4984550602288559,Discourse Coherence,t5,FALSE
,23,40000,2,0.50875,0.5083714152629659,Discourse Coherence,t5,FALSE
,24,40000,3,0.50425,0.5040466281204437,Discourse Coherence,t5,FALSE
,25,40000,4,0.50525,0.5051495144232725,Discourse Coherence,t5,FALSE
,26,40000,5,0.50275,0.5024452165979922,Discourse Coherence,t5,FALSE
,27,40000,6,0.50875,0.5086762707328769,Discourse Coherence,t5,FALSE
,28,60000,0,0.49025,0.4900087422606357,Discourse Coherence,t5,FALSE
,29,60000,1,0.501,0.500735889285432,Discourse Coherence,t5,FALSE
,30,60000,2,0.495,0.4949818193454964,Discourse Coherence,t5,FALSE
,31,60000,3,0.4895,0.4894712827596552,Discourse Coherence,t5,FALSE
,32,60000,4,0.50125,0.5011751450952109,Discourse Coherence,t5,FALSE
,33,60000,5,0.50525,0.5052497217029686,Discourse Coherence,t5,FALSE
,34,60000,6,0.49225,0.4922233099877312,Discourse Coherence,t5,FALSE
,35,80000,0,0.47775,0.4773760298853849,Discourse Coherence,t5,FALSE
,36,80000,1,0.50125,0.5011262481299268,Discourse Coherence,t5,FALSE
,37,80000,2,0.501,0.5009875246881172,Discourse Coherence,t5,FALSE
,38,80000,3,0.494,0.4937549774090659,Discourse Coherence,t5,FALSE
,39,80000,4,0.4970000000000001,0.4969847837897097,Discourse Coherence,t5,FALSE
,40,80000,5,0.4945,0.4944715640254764,Discourse Coherence,t5,FALSE
,41,80000,6,0.50175,0.5017305363490759,Discourse Coherence,t5,FALSE
,42,100000,0,0.49125,0.4910614064424249,Discourse Coherence,t5,FALSE
,43,100000,1,0.5065,0.5064347259925125,Discourse Coherence,t5,FALSE
,44,100000,2,0.50625,0.5062307121371928,Discourse Coherence,t5,FALSE
,45,100000,3,0.507,0.5069758418162491,Discourse Coherence,t5,FALSE
,46,100000,4,0.49975,0.4997462168307647,Discourse Coherence,t5,FALSE
,47,100000,5,0.4915,0.4914439316934692,Discourse Coherence,t5,FALSE
,48,100000,6,0.5045,0.5044790642404642,Discourse Coherence,t5,FALSE
,49,200000,0,0.4970000000000001,0.4962533214857723,Discourse Coherence,t5,FALSE
,50,200000,1,0.50825,0.5077996058768527,Discourse Coherence,t5,FALSE
,51,200000,2,0.50375,0.5036189243722171,Discourse Coherence,t5,FALSE
,52,200000,3,0.5105,0.5101938711694809,Discourse Coherence,t5,FALSE
,53,200000,4,0.502,0.5019755968042434,Discourse Coherence,t5,FALSE
,54,200000,5,0.51,0.5099351889287358,Discourse Coherence,t5,FALSE
,55,200000,6,0.52375,0.5237092473724783,Discourse Coherence,t5,FALSE
,56,300000,0,0.49125,0.4902743532542758,Discourse Coherence,t5,FALSE
,57,300000,1,0.49225,0.4915253919038,Discourse Coherence,t5,FALSE
,58,300000,2,0.49175,0.4915310723473376,Discourse Coherence,t5,FALSE
,59,300000,3,0.50325,0.5032474851903936,Discourse Coherence,t5,FALSE
,60,300000,4,0.49275,0.4927492074206366,Discourse Coherence,t5,FALSE
,61,300000,5,0.489,0.4889586056470574,Discourse Coherence,t5,FALSE
,62,300000,6,0.49025,0.4902359496283616,Discourse Coherence,t5,FALSE
,63,400000,0,0.493,0.4919249131161538,Discourse Coherence,t5,FALSE
,64,400000,1,0.49725,0.4971003559246598,Discourse Coherence,t5,FALSE
,65,400000,2,0.51075,0.5105289732394784,Discourse Coherence,t5,FALSE
,66,400000,3,0.5075,0.5072505455887042,Discourse Coherence,t5,FALSE
,67,400000,4,0.51125,0.5111436431888713,Discourse Coherence,t5,FALSE
,68,400000,5,0.513,0.5129688300051203,Discourse Coherence,t5,FALSE
,69,400000,6,0.50075,0.5005349490790129,Discourse Coherence,t5,FALSE
,70,500000,0,0.4935,0.4930283896594808,Discourse Coherence,t5,FALSE
,71,500000,1,0.50675,0.5064716191476755,Discourse Coherence,t5,FALSE
,72,500000,2,0.5085,0.5082047999311587,Discourse Coherence,t5,FALSE
,73,500000,3,0.4995,0.4993096124801456,Discourse Coherence,t5,FALSE
,74,500000,4,0.51675,0.5161657398912773,Discourse Coherence,t5,FALSE
,75,500000,5,0.4955,0.4953178097293123,Discourse Coherence,t5,FALSE
,76,500000,6,0.4875,0.4874537427002788,Discourse Coherence,t5,FALSE
,77,600000,0,0.49275,0.4921885827400056,Discourse Coherence,t5,FALSE
,78,600000,1,0.50325,0.5026665968347495,Discourse Coherence,t5,FALSE
,79,600000,2,0.49625,0.4958332746911119,Discourse Coherence,t5,FALSE
,80,600000,3,0.50025,0.5000347337050308,Discourse Coherence,t5,FALSE
,81,600000,4,0.508,0.5072885246295651,Discourse Coherence,t5,FALSE
,82,600000,5,0.4915,0.4910570924346913,Discourse Coherence,t5,FALSE
,83,600000,6,0.49525,0.4950429360439615,Discourse Coherence,t5,FALSE
,84,700000,0,0.5045,0.5039598122355244,Discourse Coherence,t5,FALSE
,85,700000,1,0.5035,0.5034160773170666,Discourse Coherence,t5,FALSE
,86,700000,2,0.5015,0.501387812257758,Discourse Coherence,t5,FALSE
,87,700000,3,0.4995,0.4990028856132497,Discourse Coherence,t5,FALSE
,88,700000,4,0.4985,0.4979023783057784,Discourse Coherence,t5,FALSE
,89,700000,5,0.5135,0.5134901481755005,Discourse Coherence,t5,FALSE
,90,700000,6,0.4970000000000001,0.4967220647602638,Discourse Coherence,t5,FALSE
,91,800000,0,0.498,0.4972930683774057,Discourse Coherence,t5,FALSE
,92,800000,1,0.5,0.4995344419145911,Discourse Coherence,t5,FALSE
,93,800000,2,0.499,0.4985783043539617,Discourse Coherence,t5,FALSE
,94,800000,3,0.49925,0.4992116583925957,Discourse Coherence,t5,FALSE
,95,800000,4,0.49975,0.4997159494168073,Discourse Coherence,t5,FALSE
,96,800000,5,0.4985,0.4984336678525735,Discourse Coherence,t5,FALSE
,97,800000,6,0.511,0.5106941838649155,Discourse Coherence,t5,FALSE
,98,900000,0,0.4920000000000001,0.4914292564830881,Discourse Coherence,t5,FALSE
,99,900000,1,0.4975,0.4972454805245156,Discourse Coherence,t5,FALSE
,100,900000,2,0.499,0.4987995198079232,Discourse Coherence,t5,FALSE
,101,900000,3,0.48375,0.4837383518465635,Discourse Coherence,t5,FALSE
,102,900000,4,0.50375,0.5037484802297207,Discourse Coherence,t5,FALSE
,103,900000,5,0.50275,0.5027474826591309,Discourse Coherence,t5,FALSE
,104,900000,6,0.4985,0.4982787409247478,Discourse Coherence,t5,FALSE
,105,1000000,0,0.4920000000000001,0.4910807646311149,Discourse Coherence,t5,FALSE
,106,1000000,1,0.4975,0.4968659252823371,Discourse Coherence,t5,FALSE
,107,1000000,2,0.50075,0.4998359188815009,Discourse Coherence,t5,FALSE
,108,1000000,3,0.49725,0.4965700864373641,Discourse Coherence,t5,FALSE
,109,1000000,4,0.50125,0.5005192284136211,Discourse Coherence,t5,FALSE
,110,1000000,5,0.50225,0.5017634408602151,Discourse Coherence,t5,FALSE
,111,1000000,6,0.5035,0.5031769408057589,Discourse Coherence,t5,FALSE
,112,1100000,0,0.49925,0.4975743791528736,Discourse Coherence,t5,FALSE
,113,1100000,1,0.50525,0.5048263479923543,Discourse Coherence,t5,FALSE
,114,1100000,2,0.489,0.4884761996284195,Discourse Coherence,t5,FALSE
,115,1100000,3,0.49625,0.4953059382140505,Discourse Coherence,t5,FALSE
,116,1100000,4,0.48475,0.4840340650173406,Discourse Coherence,t5,FALSE
,117,1100000,5,0.504,0.5032637126380577,Discourse Coherence,t5,FALSE
,118,1100000,6,0.48275,0.4821425208108186,Discourse Coherence,t5,FALSE
,0,0,0,0.2861887628009964,0.16086282345746855,Penn Discourse Treebank,t5,FALSE
,1,0,1,0.27207306947135346,0.14850114126139566,Penn Discourse Treebank,t5,FALSE
,2,0,2,0.26819817326321616,0.14342399242282253,Penn Discourse Treebank,t5,FALSE
,3,0,3,0.25851093274287296,0.13880102637226502,Penn Discourse Treebank,t5,FALSE
,4,0,4,0.25574314973706064,0.14177008173229325,Penn Discourse Treebank,t5,FALSE
,5,0,5,0.2568502629393856,0.1435433833857229,Penn Discourse Treebank,t5,FALSE
,6,0,6,0.25768059784112923,0.1352523811480185,Penn Discourse Treebank,t5,FALSE
,7,0,0,0.2933849986161085,0.1651630882652209,Penn Discourse Treebank,t5,FALSE
,8,0,1,0.28480487129809023,0.16673553508457692,Penn Discourse Treebank,t5,FALSE
,9,0,2,0.2759479656794907,0.15486694630431475,Penn Discourse Treebank,t5,FALSE
,10,0,3,0.2784389703847218,0.1590688635089977,Penn Discourse Treebank,t5,FALSE
,11,0,4,0.27234984777193466,0.15376715703152508,Penn Discourse Treebank,t5,FALSE
,12,0,5,0.26266260725159146,0.15163489240983652,Penn Discourse Treebank,t5,FALSE
,13,0,6,0.2731801826736784,0.15887935742728468,Penn Discourse Treebank,t5,FALSE
,14,20000,0,0.2867423194021589,0.16523428351659422,Penn Discourse Treebank,t5,FALSE
